period,flow,sector,partnerDesc,primaryValue,quantity_kg
2019-01,Export,iron_steel_73,Rep. of Korea,14131492,934421
2019-01,Export,iron_steel_73,Romania,759150,113127
2019-01,Export,iron_steel_73,Russian Federation,1154236,225816
2019-01,Export,iron_steel_73,Saudi Arabia,7755434,895784
2019-01,Export,iron_steel_73,Senegal,98719,52366
2019-01,Export,iron_steel_73,Serbia,92367,14690
2019-01,Export,iron_steel_73,Sierra Leone,3289,23
2019-01,Export,iron_steel_73,Singapore,13998918,564028
2019-01,Export,iron_steel_73,Sint Maarten,196506,55558
2019-01,Export,iron_steel_73,Slovakia,535026,34899
2019-01,Export,iron_steel_73,Slovenia,35922,2721
2019-01,Export,iron_steel_73,Somalia,19874,1520
2019-01,Export,iron_steel_73,South Africa,2516497,265078
2019-01,Export,iron_steel_73,Spain,9444300,553224
2019-01,Export,iron_steel_73,Sri Lanka,151067,11658
2019-01,Export,iron_steel_73,St Kitts And Nevis,334916,176540
2019-01,Export,iron_steel_73,St Lucia,120466,13100
2019-01,Export,iron_steel_73,St Vincent And The Grenadines,28087,13980
2019-01,Export,iron_steel_73,Suriname,1137125,426457
2019-01,Export,iron_steel_73,Sweden,1163156,146747
2019-01,Export,iron_steel_73,Switzerland,3208732,124419
2019-01,Export,iron_steel_73,Taiwan,3735346,259068
2019-01,Export,iron_steel_73,Tanzania,38944,172
2019-01,Export,iron_steel_73,Thailand,3169117,477731
2019-01,Export,iron_steel_73,Trinidad And Tobago,7570541,2136255
2019-01,Export,iron_steel_73,Tunisia,109007,29732
2019-01,Export,iron_steel_73,Turks And Caicos Islands,561407,39284
2019-01,Export,iron_steel_73,Türkiye,2304022,289061
2019-01,Export,iron_steel_73,Uganda,8562,267
2019-01,Export,iron_steel_73,Ukraine,5348373,195425
2019-01,Export,iron_steel_73,United Arab Emirates,5482609,510487
2019-01,Export,iron_steel_73,United Kingdom,19727135,1461128
2019-01,Export,iron_steel_73,Uruguay,469922,45051
2019-01,Export,iron_steel_73,Uzbekistan,8490,486
2019-01,Export,iron_steel_73,Venezuela,634260,151759
2019-01,Export,iron_steel_73,Viet Nam,2068984,987011
2019-01,Export,iron_steel_73,Zambia,15440247,2881983
2019-01,Import,aluminum_76,Afghanistan,2330,45
2019-01,Import,aluminum_76,Argentina,29427925,11755747
2019-01,Import,aluminum_76,Australia,69388255,31775662
2019-01,Import,aluminum_76,Austria,18046194,3960460
2019-01,Import,aluminum_76,Azerbaijan,164869,62405
2019-01,Import,aluminum_76,Bahrain,76573557,31621058
2019-01,Import,aluminum_76,Belarus,107105,20212
2019-01,Import,aluminum_76,Belgium,7104481,1394073
2019-01,Import,aluminum_76,Bosnia And Herzegovina,41771,1722
2019-01,Import,aluminum_76,Brazil,24765825,8163331
2019-01,Import,aluminum_76,Bulgaria,740146,170563
2019-01,Import,aluminum_76,Burma,331966,480
2019-01,Import,aluminum_76,Cacm,875235,96786
2019-01,Import,aluminum_76,Cambodia,1176833,275058
2019-01,Import,aluminum_76,Canada,404747879,47495
2019-01,Import,aluminum_76,Chile,565024,70191
2019-01,Import,aluminum_76,China,155753549,37749975
2019-01,Import,aluminum_76,Colombia,13997925,2062485
2019-01,Import,aluminum_76,Costa Rica,528515,3087
2019-01,Import,aluminum_76,Croatia,1779303,563498
2019-01,Import,aluminum_76,Czech Republic,1733652,228969
2019-01,Import,aluminum_76,Denmark,1168004,77796
2019-01,Import,aluminum_76,Dominican Republic,2179730,603328
2019-01,Import,aluminum_76,Ecuador,2246470,679561
2019-01,Import,aluminum_76,Egypt,7372343,2556221
2019-01,Import,aluminum_76,El Salvador,245489,53926
2019-01,Import,aluminum_76,Finland,5809,255
2019-01,Import,aluminum_76,France,17539635,3273764
2019-01,Import,aluminum_76,Germany,50390820,9782800
2019-01,Import,aluminum_76,Greece,19660885,5440549
2019-01,Import,aluminum_76,Honduras,101231,39773
2019-01,Import,aluminum_76,Hong Kong,2602471,533773
2019-01,Import,aluminum_76,Hungary,120656,8132
2019-01,Import,aluminum_76,Iceland,180653,0
2019-01,Import,aluminum_76,India,51244519,19960924
2019-01,Import,aluminum_76,Indonesia,29245190,10154364
2019-01,Import,aluminum_76,Ireland,497339,7468
2019-01,Import,aluminum_76,Israel,2995498,473986
2019-01,Import,aluminum_76,Italy,23447781,4951397
2019-01,Import,aluminum_76,Japan,23553309,4976645
2019-01,Import,aluminum_76,Kazakhstan,78409,63567
2019-01,Import,aluminum_76,Latvia,4320,10
2019-01,Import,aluminum_76,Lithuania,7418,2185
2019-01,Import,aluminum_76,Luxembourg,3483739,952709
2019-01,Import,aluminum_76,Malaysia,7889091,1533921
2019-01,Import,aluminum_76,Mexico,55179667,981549
2019-01,Import,aluminum_76,Morocco,6538,23
2019-01,Import,aluminum_76,Netherlands,6172455,1098844
2019-01,Import,aluminum_76,New Zealand,2203735,859858
2019-01,Import,aluminum_76,Norway,1804769,544132
2019-01,Import,aluminum_76,Oman,24522981,9573286
2019-01,Import,aluminum_76,Pakistan,41442,4919
2019-01,Import,aluminum_76,Panama,71904,16074
2019-01,Import,aluminum_76,Peru,162226,42243
2019-01,Import,aluminum_76,Philippines,3162927,640040
2019-01,Import,aluminum_76,Poland,2829680,527964
2019-01,Import,aluminum_76,Portugal,662173,71451
2019-01,Import,aluminum_76,Qatar,52201279,20137628
2019-01,Import,aluminum_76,Rep. of Korea,32072820,8780466
2019-01,Import,aluminum_76,Romania,4007056,1153878
2019-01,Import,aluminum_76,Russian Federation,48148165,21662874
2019-01,Import,aluminum_76,Saudi Arabia,18722894,6633014
2019-01,Import,aluminum_76,Serbia,176987,39091
2019-01,Import,aluminum_76,Singapore,460241,14893
2019-01,Import,aluminum_76,Slovakia,248152,22073
2019-01,Import,aluminum_76,Slovenia,6724938,1966827
2019-01,Import,aluminum_76,South Africa,57582516,22630004
2019-01,Import,aluminum_76,Spain,10693188,2768152
2019-01,Import,aluminum_76,Sweden,5364122,1248184
2019-01,Import,aluminum_76,Switzerland,3241954,387849
2019-01,Import,aluminum_76,Taiwan,31876994,7451012
2019-01,Import,aluminum_76,Thailand,10828890,3071705
2019-01,Import,aluminum_76,Tunisia,41443,3045
2019-01,Import,aluminum_76,Türkiye,29144467,10178484
2019-01,Import,aluminum_76,Ukraine,153938,19169
2019-01,Import,aluminum_76,United Arab Emirates,126177507,53813556
2019-01,Import,aluminum_76,United Kingdom,13778329,2754144
2019-01,Import,aluminum_76,Venezuela,252465,130886
2019-01,Import,aluminum_76,Viet Nam,10407793,3079275
2019-01,Import,cement_2523,Belgium,3266,2000
2019-01,Import,cement_2523,Brazil,2468069,23166846
2019-01,Import,cement_2523,Canada,22660965,114177463
2019-01,Import,cement_2523,China,3000718,59435612
2019-01,Import,cement_2523,Croatia,11934,21000
2019-01,Import,cement_2523,Egypt,2848180,27407780
2019-01,Import,cement_2523,France,41756,26226
2019-01,Import,cement_2523,Germany,405882,617360
2019-01,Import,cement_2523,Greece,6386878,159650000
2019-01,Import,cement_2523,India,7900,26052
2019-01,Import,cement_2523,Japan,56519,33280
2019-01,Import,cement_2523,Mexico,6205167,25935773
2019-01,Import,cement_2523,Netherlands,298002,283274
2019-01,Import,cement_2523,Poland,518280,606452
2019-01,Import,cement_2523,Portugal,1463760,19000000
2019-01,Import,cement_2523,Rep. of Korea,964407,22533148
2019-01,Import,cement_2523,Spain,2289461,10074290
2019-01,Import,cement_2523,Sweden,2781855,61819000
2019-01,Import,cement_2523,Taiwan,1918599,36790000
2019-01,Import,cement_2523,Thailand,196631,1624406
2019-01,Import,cement_2523,Tunisia,4428,1001
2019-01,Import,cement_2523,Türkiye,11314743,185469834
2019-01,Import,cement_2523,United Kingdom,376250,638691
2019-01,Import,fertilizers,Algeria,12225859,46520233
2019-01,Import,fertilizers,Australia,872266,1574903
2019-01,Import,fertilizers,Belgium,593852,589945
2019-01,Import,fertilizers,Brazil,381113,197807
2019-01,Import,fertilizers,Cameroon,3202,3526
2019-01,Import,fertilizers,Canada,86527161,0
2019-01,Import,fertilizers,Chile,6955946,10065322
2019-01,Import,fertilizers,China,2125623,3411097
2019-01,Import,fertilizers,Czech Republic,15244,4032
2019-01,Import,fertilizers,Dominican Republic,38292,106985
2019-01,Import,fertilizers,Finland,1412161,3284400
2019-01,Import,fertilizers,Germany,1137542,1005396
2019-01,Import,fertilizers,India,139431,258835
2019-01,Import,fertilizers,Indonesia,370025,933043
2019-01,Import,fertilizers,Israel,1021936,981825
2019-01,Import,fertilizers,Italy,485455,662300
2019-01,Import,fertilizers,Japan,1854842,1455838
2019-01,Import,fertilizers,Latvia,409200,624140
2019-01,Import,fertilizers,Lithuania,68040,91700
2019-01,Import,fertilizers,Malaysia,10363348,31986640
2019-01,Import,fertilizers,Mexico,12665194,20608842
2019-01,Import,fertilizers,Morocco,165327839,383288792
2019-01,Import,fertilizers,Netherlands,4051150,19220101
2019-01,Import,fertilizers,Nigeria,11343661,38066978
2019-01,Import,fertilizers,Norway,6509113,53083832
2019-01,Import,fertilizers,Oman,19070,0
2019-01,Import,fertilizers,Qatar,60255535,209298552
2019-01,Import,fertilizers,Rep. of Korea,284829,710602
2019-01,Import,fertilizers,Russian Federation,172532492,549246482
2019-01,Import,fertilizers,Saudi Arabia,571944,673980
2019-01,Import,fertilizers,Slovakia,104458,0
2019-01,Import,fertilizers,South Africa,948550,175737
2019-01,Import,fertilizers,Spain,491409,721875
2019-01,Import,fertilizers,Switzerland,2376,8
2019-01,Import,fertilizers,Taiwan,25490,22750
2019-01,Import,fertilizers,Trinidad And Tobago,47494321,203594562
2019-01,Import,fertilizers,United Arab Emirates,8693067,31438909
2019-01,Import,fertilizers,United Kingdom,1327478,796657
2019-01,Import,fertilizers,Viet Nam,3670,1001
2019-01,Import,hydrogen_2804,Canada,5053608,0
2019-01,Import,hydrogen_2804,France,14203,48
2019-01,Import,iron_steel_72,Albania,2363584,1677120
2019-01,Import,iron_steel_72,Australia,16623797,18888121
2019-01,Import,iron_steel_72,Austria,1473562,1490239
2019-01,Import,iron_steel_72,Belgium,3871072,4247821
2019-01,Import,iron_steel_72,Bosnia And Herzegovina,26784,20016
2019-01,Import,iron_steel_72,Brazil,157342951,394684124
2019-01,Import,iron_steel_72,Bulgaria,8161820,15466787
2019-01,Import,iron_steel_72,Cacm,5624565,2003838
2019-01,Import,iron_steel_72,Canada,232062652,35270554
2019-01,Import,iron_steel_72,China,33664643,27673312
2019-01,Import,iron_steel_72,Colombia,780223,710035
2019-01,Import,iron_steel_72,Costa Rica,466056,538291
2019-01,Import,iron_steel_72,Czech Republic,742712,275238
2019-01,Import,iron_steel_72,Denmark,2260138,2489091
2019-01,Import,iron_steel_72,Dominican Republic,14875092,6205031
2019-01,Import,iron_steel_72,Egypt,16827806,26255269
2019-01,Import,iron_steel_72,El Salvador,42610,46978
2019-01,Import,iron_steel_72,Finland,2514518,3129594
2019-01,Import,iron_steel_72,France,8221672,6295262
2019-01,Import,iron_steel_72,Germany,54993817,54666199
2019-01,Import,iron_steel_72,Greece,9524340,17675350
2019-01,Import,iron_steel_72,Guatemala,5063555,1376202
2019-01,Import,iron_steel_72,Honduras,52344,42367
2019-01,Import,iron_steel_72,Hungary,10067,6677
2019-01,Import,iron_steel_72,India,10058108,5925462
2019-01,Import,iron_steel_72,Indonesia,729697,819948
2019-01,Import,iron_steel_72,Ireland,49534,92
2019-01,Import,iron_steel_72,Italy,25495661,44240912
2019-01,Import,iron_steel_72,Japan,39753657,43632365
2019-01,Import,iron_steel_72,Kazakhstan,12616815,9435050
2019-01,Import,iron_steel_72,Luxembourg,10437067,16365481
2019-01,Import,iron_steel_72,Malaysia,2713367,3270177
2019-01,Import,iron_steel_72,Mexico,83613959,6672906
2019-01,Import,iron_steel_72,Netherlands,24943962,30159481
2019-01,Import,iron_steel_72,New Caledonia,2194093,863070
2019-01,Import,iron_steel_72,Oman,385197,288000
2019-01,Import,iron_steel_72,Pakistan,12156,1503
2019-01,Import,iron_steel_72,Panama,19169,17469
2019-01,Import,iron_steel_72,Poland,349140,178755
2019-01,Import,iron_steel_72,Portugal,56531,32467
2019-01,Import,iron_steel_72,Rep. of Korea,134613131,137500223
2019-01,Import,iron_steel_72,Romania,513170,224425
2019-01,Import,iron_steel_72,Russian Federation,90838189,290842019
2019-01,Import,iron_steel_72,Saudi Arabia,385310,455029
2019-01,Import,iron_steel_72,Serbia,3187702,5814980
2019-01,Import,iron_steel_72,Slovakia,236117,205944
2019-01,Import,iron_steel_72,Slovenia,64997,16775
2019-01,Import,iron_steel_72,South Africa,71167583,99885751
2019-01,Import,iron_steel_72,Spain,11426233,17238895
2019-01,Import,iron_steel_72,Sweden,13326137,12447043
2019-01,Import,iron_steel_72,Switzerland,446368,35681
2019-01,Import,iron_steel_72,Taiwan,35716047,40580527
2019-01,Import,iron_steel_72,Thailand,8720083,10248270
2019-01,Import,iron_steel_72,Trinidad And Tobago,51933385,143134600
2019-01,Import,iron_steel_72,Tunisia,57803,59845
2019-01,Import,iron_steel_72,Türkiye,5158006,5323843
2019-01,Import,iron_steel_72,Ukraine,71822113,181275402
2019-01,Import,iron_steel_72,United Arab Emirates,9871868,10919287
2019-01,Import,iron_steel_72,United Kingdom,4268697,1317538
2019-01,Import,iron_steel_72,Venezuela,3684842,2163399
2019-01,Import,iron_steel_72,Viet Nam,60620427,80473256
2019-01,Import,iron_steel_72,Zimbabwe,6665456,7014460
2019-01,Import,iron_steel_73,Argentina,415923,247358
2019-01,Import,iron_steel_73,Australia,1476475,476144
2019-01,Import,iron_steel_73,Austria,10202694,2328338
2019-01,Import,iron_steel_73,Belarus,2054901,2089836
2019-01,Import,iron_steel_73,Belgium,4919328,850743
2019-01,Import,iron_steel_73,Bolivia,2311,68
2019-01,Import,iron_steel_73,Bosnia And Herzegovina,95813,39939
2019-01,Import,iron_steel_73,Brazil,11231859,6296833
2019-01,Import,iron_steel_73,Bulgaria,192318,22660
2019-01,Import,iron_steel_73,Cacm,714125,157540
2019-01,Import,iron_steel_73,Cambodia,8514,207
2019-01,Import,iron_steel_73,Canada,221870924,39193
2019-01,Import,iron_steel_73,Chile,241957,178999
2019-01,Import,iron_steel_73,China,381353976,159583074
2019-01,Import,iron_steel_73,Colombia,24472,34930
2019-01,Import,iron_steel_73,Costa Rica,266931,82483
2019-01,Import,iron_steel_73,Croatia,199750,53010
2019-01,Import,iron_steel_73,Czech Republic,13262894,9998736
2019-01,Import,iron_steel_73,Denmark,5175623,888601
2019-01,Import,iron_steel_73,Dominican Republic,891653,713769
2019-01,Import,iron_steel_73,Ecuador,154891,96449
2019-01,Import,iron_steel_73,Egypt,6537,4939
2019-01,Import,iron_steel_73,Estonia,31476,2926
2019-01,Import,iron_steel_73,Finland,1583532,239904
2019-01,Import,iron_steel_73,France,13704591,1512369
2019-01,Import,iron_steel_73,Germany,125703191,42352234
2019-01,Import,iron_steel_73,Ghana,2574,15360
2019-01,Import,iron_steel_73,Greece,29021759,27339136
2019-01,Import,iron_steel_73,Guatemala,364813,45341
2019-01,Import,iron_steel_73,Haiti,16358,3078
2019-01,Import,iron_steel_73,Honduras,82381,29716
2019-01,Import,iron_steel_73,Hong Kong,442462,143376
2019-01,Import,iron_steel_73,Hungary,417797,80307
2019-01,Import,iron_steel_73,Iceland,4500,280
2019-01,Import,iron_steel_73,India,55673413,28071008
2019-01,Import,iron_steel_73,Indonesia,12408341,7810304
2019-01,Import,iron_steel_73,Ireland,506703,21212
2019-01,Import,iron_steel_73,Israel,1315983,133269
2019-01,Import,iron_steel_73,Italy,46157531,13125757
2019-01,Import,iron_steel_73,Japan,81906069,27742111
2019-01,Import,iron_steel_73,Kazakhstan,695016,664880
2019-01,Import,iron_steel_73,Latvia,408195,95087
2019-01,Import,iron_steel_73,Liechtenstein,478606,15154
2019-01,Import,iron_steel_73,Lithuania,60519,6949
2019-01,Import,iron_steel_73,Luxembourg,5347580,4780574
2019-01,Import,iron_steel_73,Macedonia,225809,31908
2019-01,Import,iron_steel_73,Malaysia,5156924,1119142
2019-01,Import,iron_steel_73,Mexico,166251225,1364857
2019-01,Import,iron_steel_73,Moldova,14355,12220
2019-01,Import,iron_steel_73,Monaco,2373,113
2019-01,Import,iron_steel_73,Morocco,15592,60
2019-01,Import,iron_steel_73,Netherlands,11873546,886708
2019-01,Import,iron_steel_73,New Zealand,1300694,221675
2019-01,Import,iron_steel_73,Norway,1666871,172802
2019-01,Import,iron_steel_73,Oman,3925125,5092126
2019-01,Import,iron_steel_73,Pakistan,177978,28731
2019-01,Import,iron_steel_73,Panama,32314,12205
2019-01,Import,iron_steel_73,Peru,127678,32196
2019-01,Import,iron_steel_73,Philippines,2919093,1133369
2019-01,Import,iron_steel_73,Poland,3854371,1232858
2019-01,Import,iron_steel_73,Portugal,2512848,1601021
2019-01,Import,iron_steel_73,Qatar,500000,87273
2019-01,Import,iron_steel_73,Rep. of Korea,129819585,89645693
2019-01,Import,iron_steel_73,Romania,8405993,4971768
2019-01,Import,iron_steel_73,Russian Federation,1030371,1014339
2019-01,Import,iron_steel_73,Saudi Arabia,1742734,1629483
2019-01,Import,iron_steel_73,Serbia,511181,6621
2019-01,Import,iron_steel_73,Sierra Leone,8465,1265
2019-01,Import,iron_steel_73,Singapore,2650162,46657
2019-01,Import,iron_steel_73,Slovakia,1743229,810025
2019-01,Import,iron_steel_73,Slovenia,1623518,323003
2019-01,Import,iron_steel_73,South Africa,10324365,9972629
2019-01,Import,iron_steel_73,Spain,21169883,6032011
2019-01,Import,iron_steel_73,Sweden,7485317,1232266
2019-01,Import,iron_steel_73,Switzerland,6620934,590980
2019-01,Import,iron_steel_73,Taiwan,153061141,60971742
2019-01,Import,iron_steel_73,Thailand,32017492,16896321
2019-01,Import,iron_steel_73,Tunisia,39707,62
2019-01,Import,iron_steel_73,Türkiye,38987807,37574665
2019-01,Import,iron_steel_73,Ukraine,4351516,4308087
2019-01,Import,iron_steel_73,United Arab Emirates,14937484,13852800
2019-01,Import,iron_steel_73,United Kingdom,25854001,9228707
2019-01,Import,iron_steel_73,Venezuela,7545,2046
2019-01,Import,iron_steel_73,Viet Nam,17254786,11746651
2019-01,Import,iron_steel_73,Yemen,6081,794
2019-02,Export,aluminum_76,Afghanistan,94047,6826
2019-02,Export,aluminum_76,Albania,7078,12
2019-02,Export,aluminum_76,Algeria,20656,2424
2019-02,Export,aluminum_76,Angola,5094,240
2019-02,Export,aluminum_76,Anguilla,110140,13936
2019-02,Export,aluminum_76,Antigua And Barbuda,197973,16743
2019-02,Export,aluminum_76,Argentina,313792,57710
2019-02,Export,aluminum_76,Aruba,126816,27130
2019-02,Export,aluminum_76,Australia,3528622,411042
2019-02,Export,aluminum_76,Austria,376311,9555
2019-02,Export,aluminum_76,Azerbaijan,82379,2277
2019-02,Export,aluminum_76,Bahamas,1572261,145936
2019-02,Export,aluminum_76,Bahrain,36293,1822
2019-02,Export,aluminum_76,Bangladesh,5819,4
2019-02,Export,aluminum_76,Barbados,283928,42209
2019-02,Export,aluminum_76,Belarus,7399,303
2019-02,Export,aluminum_76,Belgium,2024625,364246
2019-02,Export,aluminum_76,Belize,247255,45568
2019-02,Export,aluminum_76,Bermuda,147339,25474
2019-02,Export,aluminum_76,Bolivia,215797,5864
2019-02,Export,aluminum_76,Brazil,8830069,1489654
2019-02,Export,aluminum_76,British Virgin Islands,317407,62547
2019-02,Export,aluminum_76,Bulgaria,9355,14
2019-02,Export,aluminum_76,Burkina Faso,171074,19008
2019-02,Export,aluminum_76,Cacm,3961082,801394
2019-02,Export,aluminum_76,Cambodia,61882,7965
2019-02,Export,aluminum_76,Canada,195318032,134002
2019-02,Export,aluminum_76,Cayman Islands,331436,51716
2019-02,Export,aluminum_76,Chile,801107,115369
2019-02,Export,aluminum_76,China,24013390,2988772
2019-02,Export,aluminum_76,Colombia,920983,92008
2019-02,Export,aluminum_76,Costa Rica,639932,65675
2019-02,Export,aluminum_76,Croatia,36395,1472
2019-02,Export,aluminum_76,Curacao,49847,18194
2019-02,Export,aluminum_76,Cyprus,62483,3001
2019-02,Export,aluminum_76,Czech Republic,1550417,237977
2019-02,Export,aluminum_76,Democratic Republic Of The Congo,10480,113
2019-02,Export,aluminum_76,Denmark,284288,21412
2019-02,Export,aluminum_76,Djibouti,93466,23285
